Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Turkey	23934	501	786	22647	0.00029074	6.09e-06	167000	77076.9230769	50100	0.00203	0.000936923076923	0.000609	161380	0.001913
Italy	124632	15362	20996	88274	0.00206238	0.00025421	5120666.66667	2363384.61538	1536200	0.0847366666667	0.0391092307692	0.025421	657224	0.01087
Czech Republic	4472	59	78	4335	0.00042087	5.55e-06	19666.6666667	9076.92307692	5900	0.00185	0.000853846153846	0.000555	74170	0.006926
Monaco	66	1	3	62	0.00170622	2.585e-05	333.333333333	153.846153846	100	0.00861666666667	0.00397692307692	0.002585	NA	NA
Lithuania	771	11	7	753	0.00027639	3.94e-06	3666.66666667	1692.30769231	1100	0.00131333333333	0.000606153846154	0.000394	21376	0.007852
Luxembourg	2729	31	500	2198	0.0044905	5.101e-05	10333.3333333	4769.23076923	3100	0.0170033333333	0.00784769230769	0.005101	22793	0.036412
France	90848	7574	15572	67702	0.0013562	0.00011307	2524666.66667	1165230.76923	757400	0.03769	0.0173953846154	0.011307	224254	0.003436
Andorra	466	17	21	428	0.00605148	0.00022076	5666.66666667	2615.38461538	1700	0.0735866666667	0.0339630769231	0.022076	NA	NA
Switzerland	20505	666	6415	13424	0.00240767	7.82e-05	222000	102461.538462	66600	0.0260666666667	0.0120307692308	0.00782	153440	0.017729
Georgia	162	1	36	125	4.342e-05	2.7e-07	333.333333333	153.846153846	100	9e-05	4.15384615385e-05	2.7e-05	NA	NA
Slovakia	471	1	10	460	8.647e-05	1.8e-07	333.333333333	153.846153846	100	6e-05	2.76923076923e-05	1.8e-05	13631	0.002497
Ireland	4604	137	25	4442	0.00094859	2.823e-05	45666.6666667	21076.9230769	13700	0.00941	0.00434307692308	0.002823	30213	0.006119
Norway	5550	62	32	5456	0.00104434	1.167e-05	20666.6666667	9538.46153846	6200	0.00389	0.00179538461538	0.001167	105865	0.019528
Israel	7851	44	427	7380	0.00088374	4.95e-06	14666.6666667	6769.23076923	4400	0.00165	0.000761538461538	0.000495	90394	0.010443
Belarus	440	5	53	382	4.639e-05	5.3e-07	1666.66666667	769.230769231	500	0.000176666666667	8.15384615385e-05	5.3e-05	32000	0.003386
Iceland	1417	4	396	1017	0.00400765	1.131e-05	1333.33333333	615.384615385	400	0.00377	0.00174	0.001131	23640	0.069276
Montenegro	201	2	1	198	0.00032297	3.21e-06	666.666666667	307.692307692	200	0.00107	0.000493846153846	0.000321	1456	0.002318
Slovenia	977	22	79	876	0.00047258	1.064e-05	7333.33333333	3384.61538462	2200	0.00354666666667	0.00163692307692	0.001064	27109	0.01304
Germany	96092	1444	26400	68248	0.00115874	1.741e-05	481333.333333	222153.846154	144400	0.00580333333333	0.00267846153846	0.001741	918460	0.010962
Bosnia and Herzegovina	624	21	30	573	0.00018773	6.32e-06	7000	3230.76923077	2100	0.00210666666667	0.000972307692308	0.000632	5349	0.00163
Armenia	770	7	43	720	0.00026086	2.37e-06	2333.33333333	1076.92307692	700	0.00079	0.000364615384615	0.000237	3994	0.001348
Belgium	18431	1283	3247	13901	0.00161363	0.00011233	427666.666667	197384.615385	128300	0.0374433333333	0.0172815384615	0.011233	70000	0.00604
Spain	126168	11947	34219	80002	0.0027003	0.00025569	3982333.33333	1838000	1194700	0.08523	0.0393369230769	0.025569	355000	0.007593
Ukraine	1225	32	25	1168	2.745e-05	7.2e-07	10666.6666667	4923.07692308	3200	0.00024	0.000110769230769	7.2e-05	5040	1.15e-4
San Marino	259	32	27	200	0.00766612	0.00094717	10666.6666667	4923.07692308	3200	0.315723333333	0.145718461538	0.094717	586	0.01727
Netherlands	16727	1656	262	14809	0.00097075	9.611e-05	552000	254769.230769	165600	0.0320366666667	0.0147861538462	0.009611	75415	0.004401
Denmark	4269	161	1379	2729	0.00073636	2.777e-05	53666.6666667	24769.2307692	16100	0.00925666666667	0.00427230769231	0.002777	45270	0.007816
Poland	3627	79	116	3432	9.55e-05	2.08e-06	26333.3333333	12153.8461538	7900	0.000693333333333	0.00032	0.000208	72901	0.001926
Finland	1882	25	300	1557	0.00034106	4.53e-06	8333.33333333	3846.15384615	2500	0.00151	0.000696923076923	0.000453	29000	0.005234
Macedonia	483	17	20	446	0.00023188	8.16e-06	5666.66666667	2615.38461538	1700	0.00272	0.00125538461538	0.000816	NA	NA
Moldova	752	12	29	711	0.00021208	3.38e-06	4000	1846.15384615	1200	0.00112666666667	0.00052	0.000338	681	1.69e-4
Liechtenstein	77	1	0	76	0.00203113	2.638e-05	333.333333333	153.846153846	100	0.00879333333333	0.00405846153846	0.002638	900	0.023605
Latvia	509	1	1	507	0.0002642	5.2e-07	333.333333333	153.846153846	100	0.000173333333333	8e-05	5.2e-05	19380	0.010275
Croatia	1126	12	119	995	0.00027535	2.93e-06	4000	1846.15384615	1200	0.000976666666667	0.000450769230769	0.000293	9833	0.002395
Malta	213	0	2	211	0.00044051	0.0	1065	426	266.25	0.00220255	0.00088102	0.0005506375	9703	0.021975
Vatican	7	0	0	7	0.00873908	0.0	35	14	8.75	0.0436954	0.01747816	0.01092385	NA	NA
Sweden	6443	373	205	5865	0.00063271	3.663e-05	124333.333333	57384.6153846	37300	0.01221	0.00563538461538	0.003663	36900	0.003654
Russia	4731	43	333	4355	3.275e-05	3e-07	14333.3333333	6615.38461538	4300	0.0001	4.61538461538e-05	3e-05	639606	0.004383
Bulgaria	503	17	34	452	7.161e-05	2.42e-06	5666.66666667	2615.38461538	1700	0.000806666666667	0.000372307692308	0.000242	566	8.1e-5
