Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
Mississippi	1177	26	0	0	0.00039548	8.74e-06	8666.66666667	4000.0	2600.0	0.00291333333333	0.00134461538462	0.000874
Northern Mariana Islands	6.0	1.0	0.0	0.0	N/A	N/A	333.333333333	153.846153846	100.0	N/A	N/A	N/A
Grand Princess	103.0	3.0	0.0	0.0	N/A	N/A	1000.0	461.538461538	300.0	N/A	N/A	N/A
Oklahoma	881	34	0	0	0.00022265	8.59e-06	11333.3333333	5230.76923077	3400.0	0.00286333333333	0.00132153846154	0.000859
Wyoming	150	0	0	0	0.00025918	0.0	750.0	300.0	187.5	0.0012959	0.00051836	0.000323975
Minnesota	742	18	0	0	0.00013157	3.19e-06	6000.0	2769.23076923	1800.0	0.00106333333333	0.000490769230769	0.000319
Illinois	7695	163	0	0	0.00060725	1.286e-05	54333.3333333	25076.9230769	16300.0	0.00428666666667	0.00197846153846	0.001286
Diamond Princess	49.0	0.0	0.0	0.0	N/A	N/A	245.0	98.0	61.25	N/A	N/A	N/A
Arkansas	643	12	0	0	0.00021307	3.98e-06	4000.0	1846.15384615	1200.0	0.00132666666667	0.000612307692308	0.000398
New Mexico	388	6	0	0	0.00018504	2.86e-06	2000.0	923.076923077	600.0	0.000953333333333	0.00044	0.000286
Ohio	2901	81	0	0	0.00024818	6.93e-06	27000.0	12461.5384615	8100.0	0.00231	0.00106615384615	0.000693
Indiana	3038	78	0	0	0.00045126	1.159e-05	26000.0	12000.0	7800.0	0.00386333333333	0.00178307692308	0.001159
Maryland	2331	36	0	0	0.00038556	5.95e-06	12000.0	5538.46153846	3600.0	0.00198333333333	0.000915384615385	0.000595
Louisiana	9149	310	0	0	0.00196804	6.668e-05	103333.333333	47692.3076923	31000.0	0.0222266666667	0.0102584615385	0.006668
Idaho	776	9	0	0	0.00043423	5.04e-06	3000.0	1384.61538462	900.0	0.00168	0.000775384615385	0.000504
Arizona	1715	32	0	0	0.00023562	4.4e-06	10666.6666667	4923.07692308	3200.0	0.00146666666667	0.000676923076923	0.00044
Wisconsin	1748	38	0	0	0.00030022	6.53e-06	12666.6666667	5846.15384615	3800.0	0.00217666666667	0.00100461538462	0.000653
Michigan	10791	417	0	0	0.00108052	4.175e-05	139000.0	64153.8461538	41700.0	0.0139166666667	0.00642307692308	0.004175
Kansas	553	12	0	0	0.00018982	4.12e-06	4000.0	1846.15384615	1200.0	0.00137333333333	0.000633846153846	0.000412
Utah	1092	7	0	0	0.00034062	2.18e-06	2333.33333333	1076.92307692	700.0	0.000726666666667	0.000335384615385	0.000218
Virginia	1706	41	0	0	0.00019987	4.8e-06	13666.6666667	6307.69230769	4100.0	0.0016	0.000738461538462	0.00048
Oregon	826	21	0	0	0.00019584	4.98e-06	7000.0	3230.76923077	2100.0	0.00166	0.000766153846154	0.000498
Connecticut	3824	112	0	0	0.00107256	3.141e-05	37333.3333333	17230.7692308	11200.0	0.01047	0.00483230769231	0.003141
Tennessee	3013	36	0	0	0.0004412	5.27e-06	12000.0	5538.46153846	3600.0	0.00175666666667	0.000810769230769	0.000527
California	10773	238	0	0	0.00027265	6.02e-06	79333.3333333	36615.3846154	23800.0	0.00200666666667	0.000926153846154	0.000602
