Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Anhui	990	6	984	N/A	1.96e-5	1.2e-7	2000	923.076923077	600	4e-5	1.84615384615e-5	1.2e-5	0	0	0	0
Tianjin	137	3	133	N/A	1.059e-5	2.3e-7	1000	461.538461538	300	7.66666666667e-5	3.53846153846e-5	2.3e-5	0	0	0	0
Shanghai	380	3	327	N/A	1.651e-5	1.3e-7	1000	461.538461538	300	4.33333333333e-5	2e-5	1.3e-5	9	0	0	0
Xizang	1	0	1	N/A	3.3e-7	0	5	2	1.25	1.65e-6	6.6e-7	4.125e-7	0	0	0	0
Nei Mongol	75	1	74	N/A	3.04e-6	4e-8	333.333333333	153.846153846	100	1.33333333333e-5	6.15384615385e-6	4e-6	0	0	0	0
Gansu	134	2	113	N/A	5.24e-6	8e-8	666.666666667	307.692307692	200	2.66666666667e-5	1.23076923077e-5	8e-6	0	0	0	0
Hebei	318	6	310	N/A	4.43e-6	8e-8	2000	923.076923077	600	2.66666666667e-5	1.23076923077e-5	8e-6	0	0	0	0
Hainan	168	6	161	N/A	1.814e-5	6.5e-7	2000	923.076923077	600	2.16666666667e-4	1e-4	6.5e-5	0	0	0	0
Yunnan	176	2	172	N/A	3.83e-6	4e-8	666.666666667	307.692307692	200	1.33333333333e-5	6.15384615385e-6	4e-6	0	0	0	0
Xinjiang Uygur	76	3	73	N/A	3.48e-6	1.4e-7	1000	461.538461538	300	4.66666666667e-5	2.15384615385e-5	1.4e-5	0	0	0	0
Hubei	67800	3139	58946	N/A	0.00118453	5.484e-5	1046333.33333	482923.076923	313900	0.01828	0.00843692307692	0.005484	0	6	0	0
Zhejiang	1236	1	1219	N/A	2.271e-5	2e-8	333.333333333	153.846153846	100	6.66666666667e-6	3.07692307692e-6	2e-6	2	0	0	0
Heilongjiang	484	13	463	N/A	1.263e-5	3.4e-7	4333.33333333	2000	1300	1.13333333333e-4	5.23076923077e-5	3.4e-5	0	0	0	0
Jiangxi	935	1	934	N/A	2.098e-5	2e-8	333.333333333	153.846153846	100	6.66666666667e-6	3.07692307692e-6	2e-6	0	0	0	0
Hong Kong	273	4	98	N/A	3.866e-5	5.7e-7	1333.33333333	615.384615385	400	1.9e-4	8.76923076923e-5	5.7e-5	17	0	0	0
Chongqing	576	6	570	N/A	1.997e-5	2.1e-7	2000	923.076923077	600	7e-5	3.23076923077e-5	2.1e-5	0	0	0	0
Shaanxi	248	3	239	N/A	6.64e-6	8e-8	1000	461.538461538	300	2.66666666667e-5	1.23076923077e-5	8e-6	1	0	0	0
Jiangsu	631	0	631	N/A	8.02e-6	0	3155	1262	788.75	4.01e-5	1.604e-5	1.0025e-5	0	0	0	0
Henan	1273	22	1250	N/A	1.354e-5	2.3e-7	7333.33333333	3384.61538462	2200	7.66666666667e-5	3.53846153846e-5	2.3e-5	0	0	0	0
Guizhou	146	2	144	N/A	4.08e-6	6e-8	666.666666667	307.692307692	200	2e-5	9.23076923077e-6	6e-6	0	0	0	0
Fujian	303	1	295	N/A	8.21e-6	3e-8	333.333333333	153.846153846	100	1e-5	4.61538461538e-6	3e-6	4	0	0	0
Beijing	504	8	396	N/A	2.57e-5	4.1e-7	2666.66666667	1230.76923077	800	1.36666666667e-4	6.30769230769e-5	4.1e-5	13	0	0	0
Shandong	764	7	749	N/A	7.64e-6	7e-8	2333.33333333	1076.92307692	700	2.33333333333e-5	1.07692307692e-5	7e-6	2	0	0	0
Hunan	1018	4	1014	N/A	1.55e-5	6e-8	1333.33333333	615.384615385	400	2e-5	9.23076923077e-6	6e-6	0	0	0	0
Guangxi	254	2	250	N/A	5.52e-6	4e-8	666.666666667	307.692307692	200	1.33333333333e-5	6.15384615385e-6	4e-6	0	0	0	0
Qinghai	18	0	18	N/A	3.2e-6	0	90	36	22.5	1.6e-5	6.4e-6	4e-6	0	0	0	0
Macau	18	0	10	N/A	3.258e-5	0	90	36	22.5	1.629e-4	6.516e-5	4.0725e-5	1	0	0	0
Ningxia Hui	75	0	75	N/A	1.214e-5	0	375	150	93.75	6.07e-5	2.428e-5	1.5175e-5	0	0	0	0
Sichuan	542	3	536	N/A	6.74e-6	4e-8	1000	461.538461538	300	1.33333333333e-5	6.15384615385e-6	4e-6	1	0	0	0
Liaoning	126	2	122	N/A	2.88e-6	5e-8	666.666666667	307.692307692	200	1.66666666667e-5	7.69230769231e-6	5e-6	0	0	0	0
Guangdong	1400	8	1325	N/A	1.253e-5	7e-8	2666.66666667	1230.76923077	800	2.33333333333e-5	1.07692307692e-5	7e-6	5	0	0	0
Jilin	93	1	92	N/A	3.39e-6	4e-8	333.333333333	153.846153846	100	1.33333333333e-5	6.15384615385e-6	4e-6	0	0	0	0
Shanxi	133	0	133	N/A	3.64e-6	0	665	266	166.25	1.82e-5	7.28e-6	4.55e-6	0	0	0	0
