Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Sherman	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jackson	3	0	0	0	1.366e-5	0	15	6	3.75	6.83e-5	2.732e-5	1.7075e-5	1	0	0	0
Grant	1	0	0	0	1.3935e-4	0	5	2	1.25	6.9675e-4	2.787e-4	1.741875e-4	0	0	0	0
Union	1	0	0	0	3.779e-5	0	5	2	1.25	1.8895e-4	7.558e-5	4.72375e-5	0	0	0	0
Wheeler	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Umatilla	2	0	0	0	2.58e-5	0	10	4	2.5	1.29e-4	5.16e-5	3.225e-5	0	0	0	0
Lincoln	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Douglas	1	0	0	0	9.07e-6	0	5	2	1.25	4.535e-5	1.814e-5	1.13375e-5	0	0	0	0
Klamath	1	0	0	0	1.478e-5	0	5	2	1.25	7.39e-5	2.956e-5	1.8475e-5	0	0	0	0
Wasco	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jefferson	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hood River	1	0	0	0	4.268e-5	0	5	2	1.25	2.134e-4	8.536e-5	5.335e-5	0	0	0	0
Coos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Multnomah	25	2	0	0	3.079e-5	2.46e-6	666.666666667	307.692307692	200	8.2e-4	3.78461538462e-4	2.46e-4	4	1	0	0
Columbia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tillamook	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clackamas	17	1	0	0	4.086e-5	2.4e-6	333.333333333	153.846153846	100	8e-4	3.69230769231e-4	2.4e-4	3	1	0	0
Linn	21	1	0	0	1.6492e-4	7.85e-6	333.333333333	153.846153846	100	0.00261666666667	0.00120769230769	7.85e-4	1	0	0	0
Lane	4	1	0	0	1.054e-5	2.63e-6	333.333333333	153.846153846	100	8.76666666667e-4	4.04615384615e-4	2.63e-4	0	0	0	0
Wallowa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baker	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clatsop	1	0	0	0	2.515e-5	0	5	2	1.25	1.2575e-4	5.03e-5	3.14375e-5	1	0	0	0
Benton	4	0	0	0	4.343e-5	0	20	8	5	2.1715e-4	8.686e-5	5.42875e-5	0	0	0	0
Lake	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morrow	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malheur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deschutes	10	0	0	0	5.208e-5	0	50	20	12.5	2.604e-4	1.0416e-4	6.51e-5	0	0	0	0
Curry	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gilliam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Harney	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Josephine	1	0	0	0	1.144e-5	0	5	2	1.25	5.72e-5	2.288e-5	1.43e-5	0	0	0	0
Washington	76	2	0	0	1.2716e-4	3.35e-6	666.666666667	307.692307692	200	0.00111666666667	5.15384615385e-4	3.35e-4	7	1	0	0
Crook	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yamhill	6	0	0	0	5.607e-5	0	30	12	7.5	2.8035e-4	1.1214e-4	7.00875e-5	0	0	0	0
Marion	32	1	0	0	9.225e-5	2.88e-6	333.333333333	153.846153846	100	9.6e-4	4.43076923077e-4	2.88e-4	2	0	0	0
Polk	3	0	0	0	3.52e-5	0	15	6	3.75	1.76e-4	7.04e-5	4.4e-5	0	0	0	0
