Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Turkey	47029	1006	2423	43600	0.0005713	1.222e-05	335333.333333	154769.230769	100600	0.00407333333333	0.00188	0.001222	307210	0.003643
Italy	147577	18849	30455	98273	0.00244206	0.00031191	6283000	2899846.15385	1884900	0.10397	0.0479861538462	0.031191	906864	0.014999
Czech Republic	5732	119	346	5267	0.00053945	1.12e-05	39666.6666667	18307.6923077	11900	0.00373333333333	0.00172307692308	0.00112	114854	0.010725
Monaco	90	1	5	84	0.00232666	2.585e-05	333.333333333	153.846153846	100	0.00861666666667	0.00397692307692	0.002585	NA	NA
Lithuania	999	22	54	923	0.00035812	7.89e-06	7333.33333333	3384.61538462	2200	0.00263	0.00121384615385	0.000789	36051	0.013243
Luxembourg	3223	54	500	2669	0.00530336	8.886e-05	18000	8307.69230769	5400	0.02962	0.0136707692308	0.008886	28273	0.045166
France	125931	13215	25195	87521	0.00187993	0.00019728	4405000	2033076.92308	1321500	0.06576	0.0303507692308	0.019728	333807	0.005114
Andorra	601	26	71	504	0.00780459	0.00033764	8666.66666667	4000	2600	0.112546666667	0.0519446153846	0.033764	1673	0.021653
Switzerland	24551	1002	11100	12449	0.00288274	0.00011765	334000	154153.846154	100200	0.0392166666667	0.0181	0.011765	178500	0.020625
Georgia	234	3	54	177	6.272e-05	8e-07	1000	461.538461538	300	0.000266666666667	0.000123076923077	8e-05	3271	8.2e-4
Slovakia	715	2	23	690	0.00013126	3.7e-07	666.666666667	307.692307692	200	0.000123333333333	5.69230769231e-05	3.7e-05	22957	0.004205
Ireland	8089	287	25	7777	0.00166663	5.913e-05	95666.6666667	44153.8461538	28700	0.01971	0.00909692307692	0.005913	53000	0.010734
Norway	6314	113	32	6169	0.00118811	2.126e-05	37666.6666667	17384.6153846	11300	0.00708666666667	0.00327076923077	0.002126	123170	0.02272
Israel	10408	95	1183	9130	0.00117157	1.069e-05	31666.6666667	14615.3846154	9500	0.00356333333333	0.00164461538462	0.001069	117339	0.013557
Belarus	1981	19	169	1793	0.00020885	2e-06	6333.33333333	2923.07692308	1900	0.000666666666667	0.000307692307692	0.0002	53000	0.005609
Iceland	1675	7	751	917	0.00473734	1.98e-05	2333.33333333	1076.92307692	700	0.0066	0.00304615384615	0.00198	34125	0.100002
Montenegro	255	2	4	249	0.00040974	3.21e-06	666.666666667	307.692307692	200	0.00107	0.000493846153846	0.000321	2329	0.003708
Slovenia	1160	45	137	978	0.0005611	2.177e-05	15000	6923.07692308	4500	0.00725666666667	0.00334923076923	0.002177	33047	0.015896
Germany	122171	2767	53913	65491	0.00147322	3.337e-05	922333.333333	425692.307692	276700	0.0111233333333	0.00513384615385	0.003337	1317887	0.01573
Bosnia and Herzegovina	901	36	129	736	0.00027106	1.083e-05	12000	5538.46153846	3600	0.00361	0.00166615384615	0.001083	6911	0.002106
Armenia	937	12	149	776	0.00031744	4.07e-06	4000	1846.15384615	1200	0.00135666666667	0.000626153846154	0.000407	6081	0.002052
Belgium	26667	3019	5568	18080	0.00233469	0.00026431	1006333.33333	464461.538462	301900	0.0881033333333	0.0406630769231	0.026431	84248	0.007269
Spain	158273	16081	55668	86524	0.00338742	0.00034417	5360333.33333	2474000	1608100	0.114723333333	0.0529492307692	0.034417	355000	0.007593
Ukraine	2203	69	61	2073	4.937e-05	1.55e-06	23000	10615.3846154	6900	0.000516666666667	0.000238461538462	0.000155	23522	5.38e-4
San Marino	344	34	50	260	0.01018203	0.00100636	11333.3333333	5230.76923077	3400	0.335453333333	0.154824615385	0.100636	846	0.024933
Netherlands	23249	2520	287	20442	0.00134925	0.00014625	840000	387692.307692	252000	0.04875	0.0225	0.014625	101534	0.005926
Denmark	6014	247	1929	3838	0.00103735	4.26e-05	82333.3333333	38000	24700	0.0142	0.00655384615385	0.00426	64731	0.011176
Poland	5955	181	318	5456	0.0001568	4.77e-06	60333.3333333	27846.1538462	18100	0.00159	0.000733846153846	0.000477	118295	0.003126
Finland	2769	48	300	2421	0.00050181	8.7e-06	16000	7384.61538462	4800	0.0029	0.00133846153846	0.00087	41200	0.007436
Macedonia	711	32	41	638	0.00034134	1.536e-05	10666.6666667	4923.07692308	3200	0.00512	0.00236307692308	0.001536	NA	NA
Moldova	1438	29	56	1353	0.00040554	8.18e-06	9666.66666667	4461.53846154	2900	0.00272666666667	0.00125846153846	0.000818	6271	0.001555
Liechtenstein	79	1	55	23	0.00208388	2.638e-05	333.333333333	153.846153846	100	0.00879333333333	0.00405846153846	0.002638	900	0.023605
Latvia	612	3	16	593	0.00031767	1.56e-06	1000	461.538461538	300	0.00052	0.00024	0.000156	26656	0.014132
Croatia	1495	21	231	1243	0.00036558	5.14e-06	7000	3230.76923077	2100	0.00171333333333	0.000790769230769	0.000514	14612	0.003559
Malta	350	2	16	332	0.00072384	4.14e-06	666.666666667	307.692307692	200	0.00138	0.000636923076923	0.000414	13732	0.0311
Vatican	8	0	2	6	0.00998752	0.0	40	16	10	0.0499376	0.01997504	0.0124844	NA	NA
Sweden	9685	870	381	8434	0.00095108	8.544e-05	290000	133846.153846	87000	0.02848	0.0131446153846	0.008544	54700	0.005416
Russia	11917	94	795	11028	8.248e-05	6.5e-07	31333.3333333	14461.5384615	9400	0.000216666666667	0.0001	6.5e-05	1090000	0.007469
Bulgaria	635	25	54	556	9.04e-05	3.56e-06	8333.33333333	3846.15384615	2500	0.00118666666667	0.000547692307692	0.000356	18502	0.002663
Romania	5467	270	729	4468	0.00028073	1.386e-05	90000	41538.4615385	27000	0.00462	0.00213230769231	0.001386	55430	0.002881
Albania	416	23	182	211	0.00014513	8.02e-06	7666.66666667	3538.46153846	2300	0.00267333333333	0.00123384615385	0.000802	3385	0.001176
Portugal	15472	435	233	14804	0.0015048	4.231e-05	145000	66923.0769231	43500	0.0141033333333	0.00650923076923	0.004231	140863	0.013815
Estonia	1258	24	93	1141	0.00095239	1.817e-05	8000	3692.30769231	2400	0.00605666666667	0.00279538461538	0.001817	27883	0.021019
Kosovo	250	7	52	191	0.00013548	3.79e-06	2333.33333333	1076.92307692	700	0.00126333333333	0.000583076923077	0.000379	NA	NA
Azerbaijan	991	10	159	822	9.967e-05	1.01e-06	3333.33333333	1538.46153846	1000	0.000336666666667	0.000155384615385	0.000101	61342	0.00605
United Kingdom	74605	8974	588	65043	0.00112207	0.00013497	2991333.33333	1380615.38462	897400	0.04499	0.0207646153846	0.013497	316836	0.004667
Austria	13555	319	6064	7172	0.00153215	3.606e-05	106333.333333	49076.9230769	31900	0.01202	0.00554769230769	0.003606	134743	0.014961
West Bank and Gaza	267	2	45	220	N/A	N/A	666.666666667	307.692307692	200	N/A	N/A	N/A	16068	0.00315
