Name	Confirmed	Deaths	Recovered	Active
San Juan	4	0	0	0
Iron	2	0	0	0
Juab	0	0	0	0
Utah	50	0	0	0
Millard	0	0	0	0
Cache	5	0	0	0
Wayne	0	0	0	0
Rich	0	0	0	0
Grand	4	0	0	0
Weber	37	0	0	0
Wasatch	39	0	0	0
Tooele	9	0	0	0
Sevier	0	0	0	0
Sanpete	0	0	0	0
Carbon	0	0	0	0
Out of UT	14	0	0	0
Piute	0	0	0	0
Emery	0	0	0	0
Duchesne	0	0	0	0
Morgan	0	0	0	0
Davis	69	1	0	0
Daggett	0	0	0	0
Kane	0	0	0	0
Washington	8	1	0	0
Garfield	1	0	0	0
Summit	151	0	0	0
Salt Lake	321	0	0	0
Beaver	1	0	0	0
Uintah	0	0	0	0
Box Elder	5	0	0	0
