Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Turkey	34109	725	1582	31802	0.00041435	8.81e-06	241666.666667	111538.461538	72500	0.00293666666667	0.00135538461538	0.000881	228868	0.002714
Italy	135586	17127	24392	94067	0.00224364	0.00028341	5709000	2634923.07692	1712700	0.09447	0.0436015384615	0.028341	755445	0.012495
Czech Republic	5017	88	172	4757	0.00047216	8.28e-06	29333.3333333	13538.4615385	8800	0.00276	0.00127384615385	0.000828	91247	0.008521
Monaco	79	1	4	74	0.00204229	2.585e-05	333.333333333	153.846153846	100	0.00861666666667	0.00397692307692	0.002585	N/A	N/A
Lithuania	880	15	8	857	0.00031546	5.38e-06	5000	2307.69230769	1500	0.00179333333333	0.000827692307692	0.000538	27807	0.010215
Luxembourg	2970	44	500	2426	0.00488705	7.24e-05	14666.6666667	6769.23076923	4400	0.0241333333333	0.0111384615385	0.00724	25702	0.041059
France	110065	10343	19523	80199	0.00164307	0.0001544	3447666.66667	1591230.76923	1034300	0.0514666666667	0.0237538461538	0.01544	224254	0.003436
Andorra	545	22	39	484	0.00707737	0.00028569	7333.33333333	3384.61538462	2200	0.09523	0.0439523076923	0.028569	1673	0.021653
Switzerland	22253	821	8704	12728	0.00261291	9.64e-05	273666.666667	126307.692308	82100	0.0321333333333	0.0148307692308	0.00964	167429	0.019346
Georgia	196	3	46	147	5.253e-05	8e-07	1000	461.538461538	300	0.000266666666667	0.000123076923077	8e-05	2762	0.000692
Slovakia	581	2	13	566	0.00010666	3.7e-07	666.666666667	307.692307692	200	0.000123333333333	5.69230769231e-05	3.7e-05	17639	0.003231
Ireland	5709	210	25	5474	0.00117626	4.327e-05	70000	32307.6923077	21000	0.0144233333333	0.00665692307692	0.004327	42484	0.008604
Norway	6086	89	32	5965	0.0011452	1.675e-05	29666.6666667	13692.3076923	8900	0.00558333333333	0.00257692307692	0.001675	113896	0.021009
Israel	9248	65	770	8413	0.001041	7.32e-06	21666.6666667	10000	6500	0.00244	0.00112615384615	0.000732	117339	0.013557
Belarus	861	13	54	794	9.077e-05	1.37e-06	4333.33333333	2000	1300	0.000456666666667	0.000210769230769	0.000137	43000	0.004551
Iceland	1586	6	559	1021	0.00448562	1.697e-05	2000	923.076923077	600	0.00565666666667	0.00261076923077	0.001697	28991	0.084957
Montenegro	241	2	4	235	0.00038725	3.21e-06	666.666666667	307.692307692	200	0.00107	0.000493846153846	0.000321	2014	0.003207
Slovenia	1059	36	102	921	0.00051224	1.741e-05	12000	5538.46153846	3600	0.00580333333333	0.00267846153846	0.001741	29455	0.014168
Germany	107663	2016	36081	69566	0.00129827	2.431e-05	672000	310153.846154	201600	0.00810333333333	0.00374	0.002431	918460	0.010962
Bosnia and Herzegovina	764	33	68	663	0.00022985	9.93e-06	11000	5076.92307692	3300	0.00331	0.00152769230769	0.000993	6911	0.002106
Armenia	853	8	87	758	0.00028898	2.71e-06	2666.66666667	1230.76923077	800	0.000903333333333	0.000416923076923	0.000271	5140	0.001735
Belgium	22194	2035	4157	16002	0.00194308	0.00017816	678333.333333	313076.923077	203500	0.0593866666667	0.0274092307692	0.017816	80512	0.006947
Spain	141942	14045	43208	84689	0.0030379	0.0003006	4681666.66667	2160769.23077	1404500	0.1002	0.0462461538462	0.03006	355000	0.007593
Ukraine	1462	45	28	1389	3.276e-05	1.01e-06	15000	6923.07692308	4500	0.000336666666667	0.000155384615385	0.000101	6385	0.000146
San Marino	279	34	40	205	0.0082581	0.00100636	11333.3333333	5230.76923077	3400	0.335453333333	0.154824615385	0.100636	586	0.01727
Netherlands	19709	2108	272	17329	0.00114381	0.00012234	702666.666667	324307.692308	210800	0.04078	0.0188215384615	0.012234	86589	0.005053
Denmark	5266	203	1621	3442	0.00090833	3.502e-05	67666.6666667	31230.7692308	20300	0.0116733333333	0.00538769230769	0.003502	58419	0.010086
Poland	4848	129	191	4528	0.00012765	3.4e-06	43000	19846.1538462	12900	0.00113333333333	0.000523076923077	0.00034	92215	0.002437
Finland	2308	34	300	1974	0.00041826	6.16e-06	11333.3333333	5230.76923077	3400	0.00205333333333	0.000947692307692	0.000616	34900	0.006299
Macedonia	599	26	30	543	0.00028757	1.248e-05	8666.66666667	4000	2600	0.00416	0.00192	0.001248	N/A	N/A
Moldova	1056	22	40	994	0.00029781	6.2e-06	7333.33333333	3384.61538462	2200	0.00206666666667	0.000953846153846	0.00062	5108	0.001266
Liechtenstein	78	1	55	22	0.0020575	2.638e-05	333.333333333	153.846153846	100	0.00879333333333	0.00405846153846	0.002638	900	0.023605
Latvia	548	2	16	530	0.00028445	1.04e-06	666.666666667	307.692307692	200	0.000346666666667	0.00016	0.000104	22575	0.011969
Croatia	1282	18	167	1097	0.00031349	4.4e-06	6000	2769.23076923	1800	0.00146666666667	0.000676923076923	0.00044	12322	0.003002
Malta	293	0	5	288	0.00060596	0.0	1465	586	366.25	0.0030298	0.00121192	0.00075745	10923	0.024738
Vatican	7	0	0	7	0.00873908	0.0	35	14	8.75	0.0436954	0.01747816	0.01092385	N/A	N/A
Sweden	7693	591	205	6897	0.00075546	5.804e-05	197000	90923.0769231	59100	0.0193466666667	0.00892923076923	0.005804	54700	0.005416
Russia	7497	58	494	6945	5.189e-05	4e-07	19333.3333333	8923.07692308	5800	0.000133333333333	6.15384615385e-05	4e-05	795000	0.005448
Bulgaria	577	23	42	512	8.214e-05	3.27e-06	7666.66666667	3538.46153846	2300	0.00109	0.000503076923077	0.000327	15899	0.002288
Romania	4417	197	460	3760	0.00022682	1.012e-05	65666.6666667	30307.6923077	19700	0.00337333333333	0.00155692307692	0.001012	43578	0.002265
Albania	383	22	131	230	0.00013362	7.68e-06	7333.33333333	3384.61538462	2200	0.00256	0.00118153846154	0.000768	2753	0.000957
Portugal	12442	345	184	11913	0.0012101	3.355e-05	115000	53076.9230769	34500	0.0111833333333	0.00516153846154	0.003355	121256	0.011892
Estonia	1149	21	69	1059	0.00086987	1.59e-05	7000	3230.76923077	2100	0.0053	0.00244615384615	0.00159	23546	0.01775
Kosovo	170	4	24	142	9.213e-05	2.17e-06	1333.33333333	615.384615385	400	0.000723333333333	0.000333846153846	0.000217	N/A	N/A
Azerbaijan	717	8	44	665	7.212e-05	8e-07	2666.66666667	1230.76923077	800	0.000266666666667	0.000123076923077	8e-05	53300	0.005257
United Kingdom	55949	6171	325	49453	0.00084148	9.281e-05	2057000	949384.615385	617100	0.0309366666667	0.0142784615385	0.009281	266694	0.003929
Austria	12639	243	4046	8350	0.00142861	2.747e-05	81000	37384.6153846	24300	0.00915666666667	0.00422615384615	0.002747	115235	0.012795
West Bank and Gaza	261	1	42	218	N/A	N/A	333.333333333	153.846153846	100	N/A	N/A	N/A	15140	0.002968
Republic of Serbia	2447	61	0	2386	0.00035047	8.74e-06	20333.3333333	9384.61538462	6100	0.00291333333333	0.00134461538462	0.000874	9626	0.001102
Greece	1832	81	269	1482	0.00017077	7.55e-06	27000	12461.5384615	8100	0.00251666666667	0.00116153846154	0.000755	28584	0.002742
Hungary	817	47	71	699	8.363e-05	4.81e-06	15666.6666667	7230.76923077	4700	0.00160333333333	0.00074	0.000481	23746	0.002458
Cyprus	494	9	47	438	0.00042222	7.69e-06	3000	1384.61538462	900	0.00256333333333	0.00118307692308	0.000769	13017	0.010781
New Zealand	1160	1	241	918	0.00023744	2e-07	333.333333333	153.846153846	100	6.66666666667e-05	3.07692307692e-05	2e-05	42826	0.008881
Australia	5895	45	1080	4770	0.00023587	1.8e-06	15000	6923.07692308	4500	0.0006	0.000276923076923	0.00018	310700	0.012184
Fiji	15	0	0	15	1.698e-05	0.0	75	30	18.75	8.49e-05	3.396e-05	2.1225e-05	N/A	N/A
Papua New Guinea	2	0	0	2	2.3e-07	0.0	10	4	2.5	1.15e-06	4.6e-07	2.875e-07	72	8e-06
Madagascar	88	0	7	81	3.35e-06	0.0	440	176	110	1.675e-05	6.7e-06	4.1875e-06	N/A	N/A
Swaziland	10	0	4	6	8.8e-06	0.0	50	20	12.5	4.4e-05	1.76e-05	1.1e-05	N/A	N/A
Liberia	14	3	3	8	2.91e-06	6.2e-07	1000	461.538461538	300	0.000206666666667	9.53846153846e-05	6.2e-05	N/A	N/A
Sudan	14	2	2	10	3.3e-07	5e-08	666.666666667	307.692307692	200	1.66666666667e-05	7.69230769231e-06	5e-06	N/A	N/A
Guinea	144	0	5	139	1.16e-05	0.0	720	288	180	5.8e-05	2.32e-05	1.45e-05	N/A	N/A
United Republic of Tanzania	24	1	5	18	4.3e-07	2e-08	333.333333333	153.846153846	100	6.66666666667e-06	3.07692307692e-06	2e-06	N/A	N/A
Sao Tome and Principe	4	0	0	4	1.895e-05	0.0	20	8	5	9.475e-05	3.79e-05	2.36875e-05	19	8.7e-05
Republic of the Congo	45	5	2	38	8.58e-06	9.5e-07	1666.66666667	769.230769231	500	0.000316666666667	0.000146153846154	9.5e-05	N/A	N/A
Democratic Republic of the Congo	180	18	9	153	2.14e-06	2.1e-07	6000	2769.23076923	1800	7e-05	3.23076923077e-05	2.1e-05	N/A	N/A
Rwanda	105	0	7	98	8.54e-06	0.0	525	210	131.25	4.27e-05	1.708e-05	1.0675e-05	806	6.2e-05
Somalia	8	0	1	7	5.3e-07	0.0	40	16	10	2.65e-06	1.06e-06	6.625e-07	N/A	N/A
Ivory Coast	349	3	41	305	1.392e-05	1.2e-07	1000	461.538461538	300	4e-05	1.84615384615e-05	1.2e-05	N/A	N/A
Nigeria	254	6	44	204	1.3e-06	3e-08	2000	923.076923077	600	1e-05	4.61538461538e-06	3e-06	5000	2.4e-05
Cameroon	658	9	43	606	2.609e-05	3.6e-07	3000	1384.61538462	900	0.00012	5.53846153846e-05	3.6e-05	N/A	N/A
Burkina Faso	384	19	127	238	1.944e-05	9.6e-07	6333.33333333	2923.07692308	1900	0.00032	0.000147692307692	9.6e-05	N/A	N/A
Benin	26	1	5	20	2.26e-06	9e-08	333.333333333	153.846153846	100	3e-05	1.38461538462e-05	9e-06	N/A	N/A
Ghana	287	5	31	251	9.64e-06	1.7e-07	1666.66666667	769.230769231	500	5.66666666667e-05	2.61538461538e-05	1.7e-05	N/A	N/A
Algeria	1468	193	113	1162	3.476e-05	4.57e-06	64333.3333333	29692.3076923	19300	0.00152333333333	0.000703076923077	0.000457	3359	7.7e-05
Zambia	39	1	7	31	2.25e-06	6e-08	333.333333333	153.846153846	100	2e-05	9.23076923077e-06	6e-06	619	3.4e-05
Cape Verde	7	1	1	5	1.287e-05	1.84e-06	333.333333333	153.846153846	100	0.000613333333333	0.000283076923077	0.000184	N/A	N/A
Malawi	8	1	0	7	4.4e-07	6e-08	333.333333333	153.846153846	100	2e-05	9.23076923077e-06	6e-06	N/A	N/A
Togo	65	3	23	39	8.24e-06	3.8e-07	1000	461.538461538	300	0.000126666666667	5.84615384615e-05	3.8e-05	1617	0.000195
Zimbabwe	11	2	0	9	7.6e-07	1.4e-07	666.666666667	307.692307692	200	4.66666666667e-05	2.15384615385e-05	1.4e-05	371	2.5e-05
Senegal	237	2	105	130	1.495e-05	1.3e-07	666.666666667	307.692307692	200	4.33333333333e-05	2e-05	1.3e-05	N/A	N/A
