Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Canada	296.28	7.99e-06	592.56	1.599e-05	0.0	0.0	0.0	0.0
United States of America	110840.718	0.00033879	314048.702	0.0009599	0.0	0.0	0.0	0.0
Cambodia	22.786	1.4e-06	56.966	3.51e-06	0.0	0.0	0.0	0.0
Sri Lanka	40.522	1.87e-06	101.306	4.67e-06	0.0	0.0	0.0	0.0
Japan	16578.301	0.00013102	46971.854	0.00037123	0.0	0.0	0.0	0.0
Spain	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
United Arab Emirates	4.002	4.2e-07	8.004	8.3e-07	0.0	0.0	0.0	0.0
India	78940.132	5.836e-05	78940.132	5.836e-05	0.0	0.0	0.0	0.0
South Korea	2760.908	5.347e-05	7822.571	0.0001515	0.0	0.0	0.0	0.0
France	2129.732	3.179e-05	5614.747	8.382e-05	0.0	0.0	0.0	0.0
Singapore	20.578	3.65e-06	60.361	1.07e-05	0.0	0.0	0.0	0.0
China	6527943.966	0.00468716	76410421.043	0.05486377	25107.477	1.803e-05	77331.029	5.552e-05
Finland	1.314	2.4e-07	2.628	4.8e-07	0.0	0.0	0.0	0.0
Sweden	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vietnam	5907.63	6.183e-05	17329.048	0.00018138	0.0	0.0	0.0	0.0
Russia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Malaysia	345.113	1.091e-05	776.505	2.456e-05	0.0	0.0	0.0	0.0
Ivory Coast	54.233	2.16e-06	135.581	5.41e-06	0.0	0.0	0.0	0.0
Australia	215.602	8.63e-06	485.105	1.941e-05	0.0	0.0	0.0	0.0
Thailand	4991.546	7.189e-05	14142.713	0.0002037	0.0	0.0	0.0	0.0
Taiwan	585.575	2.462e-05	1659.131	6.977e-05	0.0	0.0	0.0	0.0
Italy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nepal	272.318	9.7e-06	612.714	2.181e-05	0.0	0.0	0.0	0.0
Germany	296.722	3.58e-06	890.166	1.073e-05	0.0	0.0	0.0	0.0
Philippines	490.778	4.6e-06	490.778	4.6e-06	0.0	0.0	0.0	0.0
