Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Canada	118.512	3.2e-06	296.28	7.99e-06	0.0	0.0	0.0	0.0
United States of America	69275.449	0.00021174	203207.983	0.00062111	0.0	0.0	0.0	0.0
Cambodia	11.393	7e-07	34.179	2.1e-06	0.0	0.0	0.0	0.0
Sri Lanka	20.261	9.3e-07	60.784	2.8e-06	0.0	0.0	0.0	0.0
Japan	10361.438	8.189e-05	30393.553	0.00024021	0.0	0.0	0.0	0.0
United Arab Emirates	4.002	4.2e-07	4.002	4.2e-07	0.0	0.0	0.0	0.0
India	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
South Korea	1725.567	3.342e-05	5061.664	9.803e-05	0.0	0.0	0.0	0.0
France	1548.896	2.312e-05	3485.015	5.203e-05	0.0	0.0	0.0	0.0
Singapore	15.09	2.68e-06	39.783	7.06e-06	0.0	0.0	0.0	0.0
China	6611635.554	0.00474725	69882477.077	0.05017662	18077.383	1.298e-05	52223.552	3.75e-05
Finland	1.314	2.4e-07	1.314	2.4e-07	0.0	0.0	0.0	0.0
Sweden	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vietnam	4332.262	4.534e-05	11421.418	0.00011955	0.0	0.0	0.0	0.0
Russia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Malaysia	215.696	6.82e-06	431.392	1.364e-05	0.0	0.0	0.0	0.0
Ivory Coast	27.116	1.08e-06	81.349	3.24e-06	0.0	0.0	0.0	0.0
Australia	134.751	5.39e-06	269.503	1.078e-05	0.0	0.0	0.0	0.0
Thailand	3119.716	4.493e-05	9151.167	0.00013181	0.0	0.0	0.0	0.0
Taiwan	365.985	1.539e-05	1073.555	4.515e-05	0.0	0.0	0.0	0.0
Nepal	170.198	6.06e-06	340.397	1.212e-05	0.0	0.0	0.0	0.0
Germany	296.722	3.58e-06	593.444	7.16e-06	0.0	0.0	0.0	0.0
Philippines	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
